Winner,Matches diff,Winrates diff,Counter picks winrate diff,Synergies winrates diff,Networthes diff,Signatures diff,R1 rank,R2 rank,R3 rank,R4 rank,R5 rank,D1 rank,D2 rank,D3 rank,D4 rank,D5 rank
0,-19080,0.024,0.04842,-0.00833,-132,0,174,67,653,35,18,19,29,1,6,153
0,3696,0.0004,0.03912,0.00043,-885,0,353,138,35,31,8,19,5,96,37,125
0,-25261,0.0174,0.03266,-0.01176,-1376,-1,14,100,170,41,55,213,67,62,3,42
1,-1691,-0.0076,-0.0435,-0.02702,1970,0,20,14,44,18,82,124,10,167,273,196
1,-13619,0.0134,0.02343,0.00061,1178,0,12,140,122,85,11,360,28,58,242,166
0,2882,0.018,-0.05289,0.04837,557,0,75,5,193,12,69,141,15,15,111,100
0,-22043,-0.0086,-0.03393,-0.00262,-3016,-2,51,43,39,97,172,50,69,33,196,133
1,-2586,0.001,0.03189,0.00577,-440,0,353,148,214,251,66,23,5,55,387,384
0,-13619,0.0134,0.06445,-0.00396,875,0,12,140,122,85,11,360,28,58,242,166
1,22043,0.0086,0.03814,0.00222,3177,-1,50,69,33,196,133,51,43,39,97,172
0,-2882,-0.018,-0.04562,0.01217,406,1,141,111,15,15,100,75,5,193,12,69
1,2586,-0.001,0.02516,0.01147,-493,-2,23,5,55,387,384,353,148,214,251,66
1,-26722,0.0096,0.00683,0.00857,1088,0,19,5,96,37,125,62,67,213,42,3
0,-8244,0.0158,-0.01749,-0.00922,-2680,0,20,14,44,18,82,353,138,35,31,8
1,-2027,0.0182,0.04608,0.0142,3596,-1,174,67,653,35,18,14,100,170,41,55
1,21371,-0.0218,0.03407,0.01115,-3491,-1,19,29,1,6,153,124,10,167,273,196
0,26722,-0.0096,-0.00777,-0.06331,-2290,0,62,67,3,42,213,19,5,96,37,125
1,-2027,0.0182,0.01396,0.04341,-2373,0,174,67,653,35,18,14,100,170,41,55
0,-8244,0.0158,0.0532,-0.02819,3183,-1,20,14,44,18,82,353,138,8,31,35
0,21371,-0.0218,-0.0055,-0.0173,3169,0,19,29,1,6,153,124,10,167,273,196
0,-13911,-0.0162,-0.00706,0.02005,-1272,-1,141,15,15,148,100,50,69,33,196,133
0,-10019,0.0098,0.02732,-0.01458,-2103,-1,353,148,214,251,66,75,12,193,5,69
1,-2275,-0.0016,-0.04979,-0.0082,397,1,51,43,39,97,172,360,28,58,242,166
1,6643,0.006,0.04169,0.00086,1204,0,23,5,55,384,387,12,140,122,85,11
0,13911,0.0162,-0.05261,0.02607,-2490,0,50,69,33,196,133,141,148,15,15,100
1,10019,-0.0098,-0.04165,0.01639,4881,1,75,12,193,5,69,353,148,214,251,66
0,-2275,-0.0016,-0.02428,-0.02895,536,0,51,43,39,97,172,360,28,58,242,166
1,6643,0.006,-0.02748,0.00624,2281,0,23,5,55,387,384,12,140,122,85,11
1,4548,-0.0162,-0.01865,-0.04118,-194,0,19,5,96,37,125,20,14,44,18,82
1,4318,-0.016,-0.01081,0.0345,-427,3,14,100,170,41,55,124,10,167,273,196
1,-27288,0.0356,0.02771,0.01483,3465,-1,174,67,653,35,18,213,67,3,62,42
1,14818,0.0016,0.03998,0.00394,1141,-1,19,29,1,6,153,353,138,35,8,31
1,4548,-0.0162,-0.03157,0.00876,2363,1,19,5,96,37,125,20,14,44,18,82
0,-14818,-0.0016,-0.04731,-0.00852,-4020,-1,353,31,138,35,8,19,29,1,6,153
0,4318,-0.016,0.04122,-0.00477,-764,1,14,100,170,41,55,124,10,167,273,196
1,27288,-0.0356,-0.00349,0.00787,-1393,1,67,62,3,213,42,174,67,653,35,18
1,2732,0.0122,0.01349,-0.01855,-1787,1,75,12,193,5,69,51,43,39,97,172
1,19768,0.007,0.01886,0.02107,-275,-1,50,69,33,196,133,360,28,58,242,166
0,4057,0.007,-0.04969,-0.01656,1190,1,353,148,214,251,66,12,140,122,85,11
1,-23267,0.026,0.08432,0.00796,-2163,1,23,5,55,384,387,141,502,15,15,100
0,-2732,-0.0122,-0.03241,0.0,1551,1,51,43,39,97,172,75,12,193,5,69
1,19768,0.007,0.0084,-0.02208,3572,0,50,69,33,196,133,360,28,58,242,166
0,4057,0.007,-0.00249,-0.01859,-2,1,353,148,214,251,66,12,140,122,85,11
1,-23267,0.026,0.0127,0.00797,-525,-1,23,5,55,387,384,141,502,15,15,100
0,1461,0.0078,0.02847,-0.02237,-1130,-2,14,100,170,41,55,19,5,96,37,125
0,-6553,0.0234,0.01402,0.00553,-632,1,124,10,167,273,196,353,138,35,8,31
0,-8208,0.0116,0.00302,0.04907,1142,0,19,29,1,6,153,62,67,3,42,213
0,3982,0.0098,0.00788,-0.01784,3171,2,174,67,653,35,18,20,14,44,18,82
0,-6553,0.0234,-0.00116,0.00314,-2012,0,124,10,167,273,196,353,138,8,35,31
0,8208,-0.0116,-0.069,-0.00839,-1243,0,67,62,3,42,213,19,29,1,6,153
0,-1461,-0.0078,0.03513,-0.03268,2158,0,19,5,96,37,125,14,100,170,41,55
1,3982,0.0098,-0.00042,-0.00676,2899,0,174,67,653,35,18,20,14,44,18,82
1,19311,-0.0036,-0.01977,0.00836,4452,0,50,69,33,196,133,75,12,193,5,69
1,29910,-0.02,0.00404,-0.02642,-4049,0,141,502,15,15,100,12,140,122,85,11
1,-7287,0.022,0.00911,0.02097,74,0,353,148,214,251,66,51,43,39,97,172
0,-6976,0.0194,0.04523,0.03454,-3150,-1,23,5,55,387,384,360,28,58,242,166
1,-19311,0.0036,-0.03377,-0.02061,-670,0,75,12,193,5,69,50,69,33,196,133
0,-7287,0.022,-0.01171,-0.01051,-239,0,353,148,214,251,66,51,43,39,97,172
1,-29910,0.02,0.01718,-0.00466,-526,1,12,140,122,85,11,141,502,15,15,100
1,-6976,0.0194,0.05573,-0.00079,360,1,23,5,55,387,384,360,28,58,242,166
1,-2235,0.0074,-0.05883,-0.00512,-2153,2,14,100,170,41,55,353,138,31,35,8
0,-566,0.026,-0.00691,-0.02449,-574,-1,174,67,653,35,18,19,5,96,37,125
1,23062,-0.0142,-0.09921,-0.03713,-909,1,19,29,1,6,153,20,14,44,18,82
0,-29579,0.0334,-0.00557,0.00976,899,1,124,10,167,273,196,62,67,3,42,213
0,-29579,0.0334,-0.02926,-0.02227,-3633,0,124,10,167,273,196,62,67,3,42,213
1,566,-0.026,0.03244,-0.00088,-1295,0,19,5,96,37,125,174,67,653,35,18
1,-23062,0.0142,0.02743,0.00149,-49,-1,20,14,44,18,82,19,29,1,6,153
0,2235,-0.0074,0.01224,0.0,-2230,-2,353,138,35,31,8,14,100,170,41,55
1,-5844,0.0114,0.05912,-0.02819,1506,-1,23,5,55,387,384,51,75,14,53,172
0,5844,-0.0114,-0.00433,0.01372,-1881,0,51,75,14,53,172,23,5,55,387,384
0,-3288,-0.019,-0.01593,0.00428,-4438,1,9,4,390,589,2,124,10,167,273,196
1,3288,0.019,0.00602,0.03788,154,-2,124,10,167,273,196,9,4,390,589,2
1,-3288,-0.019,-0.0149,-0.02584,4023,-1,2,4,390,589,9,124,10,167,273,196
1,-3969,0.0164,0.0087,-0.01099,2110,0,23,5,55,387,384,9,4,390,589,2
1,-3969,0.0164,-0.00955,0.04254,1945,1,23,5,55,387,384,2,4,390,589,9
1,-1413,-0.014,0.00685,0.01839,1217,2,51,75,14,53,172,124,10,167,273,196
1,-1413,-0.014,0.02459,0.00812,-988,0,51,75,14,53,172,124,10,167,273,196
0,7223,-0.0056,0.00154,0.00907,1186,0,190,94,38,244,4,9,4,390,589,2
1,-7223,0.0056,-0.03804,0.01207,2087,0,390,4,2,589,9,94,190,38,244,4
0,5566,-0.005,0.0125,-0.00406,-187,0,20,14,44,18,82,23,5,55,387,384
1,-5566,0.005,0.04671,0.03144,-491,0,23,5,55,387,384,20,14,44,18,82
1,5566,-0.005,0.00248,0.0,-1806,-1,20,14,44,18,82,23,5,55,387,384
1,-6363,0.0272,0.01039,-0.00566,-1457,2,124,10,167,273,196,1,11,28,413,368
1,-6363,0.0272,0.04681,-0.00748,1206,0,124,196,167,273,10,1,11,28,413,368
1,6363,-0.0272,0.04056,0.00568,-1875,0,1,11,28,413,368,124,10,167,273,196
1,5846,0.0112,-0.00509,-0.00194,93,1,51,75,14,53,172,163,109,48,198,98
1,5846,0.0112,-0.03254,0.03672,-382,1,51,75,14,53,172,163,109,98,198,48
0,-9800,0.0076,-0.02642,-0.0015,1081,0,177,511,5,356,15,9,4,390,589,2
1,9800,-0.0076,-0.02911,-7e-05,907,0,9,4,390,589,2,15,5,511,356,177
0,4047,-0.0222,-0.03114,0.0222,-2766,0,1,18,12,68,3,20,14,44,18,82
0,4047,-0.0222,-0.01854,0.01148,3019,1,1,12,18,68,3,20,14,44,18,82
1,4047,-0.0222,-0.06471,0.0348,-1312,2,1,12,18,68,3,20,14,44,18,82
1,-4758,-0.001,-0.01544,0.02312,1190,0,1,11,28,413,368,659,202,183,508,155
1,-4758,-0.001,-0.02518,0.00789,1248,0,1,11,28,413,368,659,202,183,508,155
0,7438,-0.0144,-0.02191,-0.02011,-1185,0,259,65,188,300,38,163,109,198,48,98
0,7438,-0.0144,0.08296,0.00953,-2550,0,65,259,188,38,300,163,109,198,48,98
0,3969,-0.0164,-0.02436,-0.02113,-2096,0,4,2,390,589,9,23,5,55,387,384
1,-3969,0.0164,-0.00771,0.01555,-708,-1,23,5,55,387,384,9,4,390,589,2
1,11981,-0.0108,-0.01429,0.04438,1743,1,1,12,18,68,3,91,95,136,76,16
1,5626,-0.017,0.00456,0.01418,3308,0,4,190,38,244,94,20,14,44,18,82
0,11981,-0.0108,-0.01626,-0.00371,127,1,1,18,12,68,3,91,95,136,76,16
0,-5626,0.017,-0.02298,0.01978,-724,0,20,14,44,18,82,38,190,4,244,94
1,11981,-0.0108,-0.01449,-0.00429,4666,-1,1,12,18,68,3,91,95,136,76,16
0,26948,-0.0282,-0.04095,0.00622,2043,0,519,31,344,171,244,177,511,5,356,15
1,-26948,0.0282,0.0401,-0.03101,1934,1,177,511,5,356,15,519,31,344,244,171
0,7776,-0.0132,0.01519,0.02286,-941,-2,1,11,28,413,368,51,75,14,53,172
1,7259,0.0252,0.00863,-0.00224,2495,1,124,10,167,273,196,163,109,198,48,98
0,-7776,0.0132,0.01429,0.00028,-450,0,51,75,14,53,172,1,11,28,413,368
1,7259,0.0252,-0.0045,0.01423,2103,0,124,10,167,273,196,48,163,198,109,98
0,7776,-0.0132,0.00633,-0.00997,-3353,0,1,11,28,413,368,51,75,14,53,172
0,7259,0.0252,0.01268,0.0,1981,0,124,10,167,273,196,163,109,198,48,98
1,-1656,-0.028,-0.01143,-0.00513,-2453,1,300,188,65,259,38,46,100,134,424,400
0,-24706,-0.0104,-0.02963,0.01804,-848,2,1855,68,628,2655,347,202,508,183,659,155
0,-1656,-0.028,0.00483,0.02366,-1756,0,65,300,188,259,38,46,100,424,134,400
1,24706,0.0104,-0.05944,-0.02263,-566,1,659,202,183,508,155,1855,2655,628,68,347
1,-1656,-0.028,0.04099,-0.00055,45,1,300,65,188,38,259,46,100,424,134,400
0,24706,0.0104,-0.05091,-0.00352,-1197,0,659,202,183,508,155,1855,68,628,2655,347
0,5644,-0.0108,-0.01371,0.0,-334,0,1,12,18,68,3,9,390,2,589,4
1,-5644,0.0108,0.00523,-0.031,2315,1,9,390,2,589,4,1,12,18,68,3
0,-17023,0.0132,0.02399,-0.007,-612,-1,177,5,511,356,15,38,190,4,244,94
1,5644,-0.0108,0.00136,0.03764,725,0,1,12,18,68,3,9,4,390,589,2
1,17023,-0.0132,-0.02125,0.01602,1010,0,38,190,4,244,94,177,5,511,356,15
1,2368,0.0164,0.00741,0.0071,5263,1,23,5,55,384,387,91,95,136,76,16
1,-15551,0.032,0.05341,0.02308,1643,-1,20,14,44,18,82,519,31,244,344,171
1,2368,0.0164,-0.05653,-0.00474,-1951,1,23,5,55,387,384,91,95,136,16,76
1,15551,-0.032,0.0117,0.00652,-912,0,519,31,344,244,171,20,14,44,18,82
0,-6184,-0.0124,0.01746,0.00045,-2374,0,65,300,188,259,38,1,11,28,413,368
0,18380,-0.001,-0.0248,-0.01748,-3960,1,155,202,183,508,659,163,109,198,48,98
1,6184,0.0124,0.00924,-0.0007,1891,0,1,11,28,413,368,65,188,259,300,38
1,-18380,0.001,-0.02827,-0.02024,2482,1,163,48,198,109,98,659,202,183,508,155
0,3248,0.0024,0.0261,-0.0235,637,1,46,100,400,134,424,51,75,14,53,172
1,13585,0.0366,-0.02224,-0.03405,4835,0,124,10,167,273,196,1855,2655,628,68,347
1,-3248,-0.0024,-0.0267,-0.01004,3909,1,51,75,14,53,172,46,100,134,424,400
0,-13585,-0.0366,-0.00436,-0.00578,-6375,1,1855,347,628,68,2655,124,10,167,273,196
1,31214,-0.0202,0.00316,-0.01997,1768,0,19,29,1,6,153,353,148,214,251,66
0,-31214,0.0202,0.05369,-0.02159,-812,-1,353,148,214,251,66,1,19,29,6,153
0,-31214,0.0202,0.04982,-0.0069,913,-1,353,148,214,251,66,19,29,1,6,153
1,-12700,0.0222,-0.00521,-0.0171,843,1,353,148,214,251,66,19,5,96,37,125
1,-12700,0.0222,-0.07294,-0.01746,3637,0,353,148,214,251,66,19,5,96,37,125
0,-12700,0.0222,0.00345,0.00514,989,0,353,148,214,251,66,19,5,96,37,125
1,-8152,0.006,-0.00581,0.01788,4095,0,353,148,214,251,66,20,14,44,18,82
1,-8152,0.006,-0.01089,-0.01683,-445,-1,353,148,214,251,66,20,14,44,18,82
1,18514,0.002,0.01401,0.01769,6340,0,19,29,1,6,153,19,37,96,5,125
1,18514,0.002,0.01673,-0.00555,-138,0,19,29,1,6,153,19,125,37,96,5
1,-18514,-0.002,0.03476,-0.00565,1868,-2,19,5,96,37,125,19,29,1,6,153
1,12209,0.001,-0.00542,0.01245,1822,0,20,14,44,18,82,12,140,122,85,11
1,-12134,-0.0038,-0.02404,-0.00882,-1010,0,353,148,214,251,66,174,67,653,35,18
1,12134,0.0038,0.00917,0.0,1432,0,174,67,653,35,18,353,148,214,251,66
1,-12134,-0.0038,-0.00638,0.0,1213,-1,353,148,214,251,66,174,67,653,35,18
0,-23062,0.0142,-0.00313,-0.00132,-223,0,44,18,14,82,20,19,29,1,6,153
0,-23062,0.0142,0.02131,0.00433,-5429,-2,20,18,44,14,82,19,29,1,6,153
1,-23062,0.0142,0.00631,-0.02078,-1067,0,20,14,44,18,82,19,29,1,6,153
1,-2586,0.001,-0.05683,-0.01021,2963,0,353,148,214,251,66,23,5,55,387,384
0,2586,-0.001,0.00836,0.00755,-2039,1,23,5,55,387,384,353,148,214,251,66
1,-12487,0.0054,-0.0279,-0.04615,2161,-1,11,122,85,140,12,51,172,75,53,14
0,12487,-0.0054,0.03054,0.01616,681,-1,51,75,14,53,172,12,140,122,85,11
0,-8152,0.006,-0.03533,0.01902,-1857,-1,353,148,214,251,66,82,14,44,18,20
0,8152,-0.006,0.07231,-0.00815,-1318,-1,82,14,44,18,20,353,148,214,251,66
1,8152,-0.006,-0.00651,0.0379,2070,0,20,14,44,18,82,353,148,214,251,66
1,28628,-0.0192,-0.03956,0.02374,75,0,19,29,1,6,153,23,5,55,384,387
0,-28628,0.0192,0.03279,0.03263,-1272,0,23,5,55,387,384,19,29,1,6,153
0,-16191,-0.0108,0.03565,-0.00586,-2590,0,12,140,122,85,11,174,67,653,35,18
1,4270,-0.0098,0.01615,-0.00417,3981,0,19,5,96,37,125,51,75,14,53,172
0,-4270,0.0098,-0.01348,0.00216,940,0,51,75,14,53,172,19,5,96,37,125
0,8430,-0.0124,0.00289,0.03296,-4570,2,51,75,14,53,172,353,148,214,251,66
1,8430,-0.0124,0.0111,0.00497,589,2,51,75,14,53,172,353,148,214,251,66
0,-31200,0.0138,0.00669,0.0032,64,-2,12,140,122,85,11,213,67,3,75,62
0,-19374,0.008,-0.01464,0.02742,-20,2,75,59,193,5,69,153,29,1,6,19
1,-4548,0.0162,-0.00236,-0.00568,-1027,1,20,82,14,18,44,19,125,37,96,5
1,-19374,0.008,0.04702,0.01192,567,-1,75,59,193,5,69,19,29,1,6,153
0,4548,-0.0162,-0.02802,-0.03716,1102,2,19,5,96,37,125,20,14,44,18,82
0,-2027,0.0182,0.02996,-0.01157,2597,0,174,67,653,35,18,14,100,170,41,55
1,31572,-0.0152,0.00194,0.00661,1096,1,214,29,321,119,21,55,5,387,384,23
1,-2027,0.0182,0.00273,0.03503,1254,0,174,67,653,35,18,14,100,170,41,55
1,-31572,0.0152,-0.00236,-0.01269,4710,0,23,5,55,387,384,214,29,321,21,119
0,12209,0.001,0.00878,0.01832,-1405,0,20,14,44,18,82,11,85,122,140,12
1,12209,0.001,0.03232,-0.00878,-3434,-1,20,14,44,18,82,85,12,122,140,11
1,17053,-0.0058,-0.01974,0.02105,1986,1,19,29,1,6,153,14,100,170,41,55
1,-24557,0.0198,0.02336,-0.00491,-903,-1,55,5,387,384,23,62,67,3,75,213
0,24557,-0.0198,0.05449,0.00034,-579,0,213,67,3,75,62,23,5,55,387,384
1,17053,-0.0058,-0.06689,-0.01184,3277,0,19,29,1,6,153,14,100,170,41,55
1,3704,0.0162,0.05929,0.00803,1923,1,174,67,35,653,18,51,75,14,53,172
0,-21458,-0.006,-0.01388,0.00171,130,0,19,5,37,96,125,214,21,29,321,119
1,-3704,-0.0162,0.0701,0.02779,-938,-1,51,75,14,53,172,174,67,653,35,18
1,-21458,-0.006,0.05003,-0.01755,851,0,19,5,96,37,125,214,29,21,321,119
1,-14161,0.0144,-0.01444,-0.00642,141,-1,353,148,214,251,66,14,100,170,41,55
0,5566,-0.005,-0.02022,0.04579,543,-2,20,82,14,18,44,55,387,5,384,23
1,-5566,0.005,-0.01215,0.00249,2751,1,23,5,55,387,384,20,14,44,18,82
0,14161,-0.0144,0.04798,-0.00946,-1277,0,14,100,170,41,55,353,148,214,251,66
0,16757,-0.0152,-0.05761,0.00848,-2846,0,19,5,96,37,125,12,122,140,11,85
0,-19080,0.024,-0.02479,-0.01994,-515,-1,174,67,653,35,18,19,29,1,6,153
1,19080,-0.024,-0.02627,-0.03472,124,0,19,29,1,6,153,174,67,653,35,18
1,16757,-0.0152,0.05463,0.00045,489,0,19,5,96,37,125,12,140,122,85,11
1,-7015,-0.0046,0.00241,0.0,2050,0,62,3,67,75,213,214,29,119,321,21
1,-3410,-0.0002,-0.00147,-0.00806,2053,-2,51,75,14,53,172,75,59,193,5,69
1,-3410,-0.0002,-0.00081,-0.0079,1375,0,51,75,14,53,172,75,59,193,5,69
1,-7015,-0.0046,0.03741,-0.03162,885,1,213,67,3,75,62,214,21,29,321,119
0,31214,-0.0202,-0.02284,-0.03344,-291,0,19,29,1,6,153,148,66,214,251,353
1,6643,0.006,0.02234,0.02771,2175,-3,23,5,55,387,384,12,140,122,85,11
0,6643,0.006,0.01517,-0.00174,-2405,-1,23,5,55,387,384,12,140,122,85,11
0,31214,-0.0202,-0.00338,0.0,-1066,0,19,29,1,6,153,353,148,214,251,66
1,-26006,0.0102,-0.0433,-0.00589,0,2,20,82,14,18,44,321,119,29,214,21
0,-5731,0.002,0.025,-0.01461,0,1,51,75,14,53,172,14,100,170,41,55
1,26006,-0.0102,0.02025,0.02476,-748,0,214,29,21,321,119,20,14,44,18,82
1,-5731,0.002,0.00219,0.00044,2146,-1,51,75,14,53,172,14,100,170,41,55
0,14443,0.0014,0.01175,0.01324,-540,0,75,213,3,67,62,19,5,96,37,125
1,-14443,-0.0014,0.02363,-0.00019,-1443,0,19,5,96,37,125,62,213,3,67,75
1,294,0.016,0.01438,-0.00406,59,-2,174,67,653,35,18,75,59,193,5,69
0,38215,-0.0092,-0.05053,-0.03196,1894,-1,29,321,119,21,214,12,140,122,85,11
1,22784,-0.0078,-0.01846,-0.0285,6208,-1,19,29,1,6,153,51,75,14,53,172
0,38215,-0.0092,-0.05078,-0.00484,-2725,-1,214,29,21,321,119,12,140,122,85,11
1,-22784,0.0078,0.00777,0.01441,345,-1,51,75,14,53,172,19,29,1,6,153
0,18991,-0.0148,0.00698,0.00235,-969,0,62,67,3,213,75,82,14,18,44,20
0,-12134,-0.0038,0.00849,-0.00128,-2411,1,251,148,214,66,353,653,35,18,174,67
0,18991,-0.0148,0.01879,-0.01569,-1319,1,213,67,3,75,62,20,14,44,18,82
0,-12134,-0.0038,-0.05991,-0.00231,-2017,0,353,148,214,251,66,174,67,653,35,18
1,-2321,0.0022,-0.00265,0.01561,3004,0,59,69,75,5,193,14,100,170,41,55
0,10114,-0.0212,0.04577,0.0188,-1576,1,19,125,96,5,37,23,5,55,387,384
0,-2321,0.0022,-0.02356,0.02063,-1197,0,75,59,193,5,69,14,100,170,41,55
0,10114,-0.0212,-0.04602,-0.00358,3380,1,19,5,96,37,125,384,5,55,387,23
0,-9841,0.0044,-0.00658,0.00333,-696,0,589,9,2,4,390,353,31,35,138,8
1,9841,-0.0044,0.00561,-0.02398,1222,1,353,138,31,35,8,9,4,390,589,2
1,-1290,-0.0062,0.01269,0.0,1854,0,141,502,15,15,100,213,3,75,67,62
0,-14409,0.0072,0.05513,0.00057,1127,-2,390,4,9,589,2,202,508,183,659,155
0,-27134,-0.0014,-0.02429,0.00125,-2054,0,60,190,38,244,94,19,29,1,6,153
0,-1290,-0.0062,0.01884,0.00263,-1055,-4,141,502,15,15,100,213,67,3,75,62
0,14409,-0.0072,-0.0333,0.00726,44,0,202,155,183,508,659,9,4,390,589,2
1,-27134,-0.0014,0.02159,0.00244,2141,0,38,190,60,244,94,19,29,1,6,153
0,1290,0.0062,-0.00533,-0.00129,535,0,213,67,3,75,62,141,502,15,15,100
0,27134,0.0014,0.02269,0.02314,-1754,-1,19,29,1,6,153,60,190,38,244,94
0,1290,0.0062,0.01938,0.0,992,0,213,67,3,75,62,141,502,15,15,100
0,-1691,-0.0076,-0.01765,0.00133,2248,-1,20,14,44,18,82,124,10,167,273,196
0,-27134,-0.0014,-0.03218,-0.03025,-752,0,38,190,60,244,94,19,29,1,6,153
1,27134,0.0014,-0.03769,0.0,1947,1,19,29,1,6,153,60,190,38,244,94
0,1691,0.0076,-0.03764,-0.00322,-2892,0,124,10,167,273,196,20,14,44,18,82
0,-10065,0.0024,-0.08396,0.00738,-908,-1,1,11,25,413,368,141,502,15,15,100
0,-1691,-0.0076,-0.02869,-0.00738,-26,0,20,14,44,18,82,124,10,167,273,196
1,10065,-0.0024,-0.02967,-0.01207,1930,1,141,502,15,15,100,1,11,25,413,368
0,15125,0.009,-0.00069,-0.03507,588,0,58,178,11,5001,367,38,190,60,244,94
0,1691,0.0076,-0.0035,0.0,-1449,-1,124,10,167,273,196,20,14,44,18,82
1,-15125,-0.009,0.00074,-0.00229,-123,2,60,190,38,244,94,58,178,11,5001,367
0,278,-0.0064,-0.01557,-0.0097,-2380,-1,51,75,14,53,172,20,14,44,18,82
0,-25960,0.0128,0.0269,-0.00486,-2258,0,281,21,1627,16,94,9,589,2,4,390
0,-25960,0.0128,-0.00715,0.01547,750,-1,281,21,1627,16,94,9,4,390,589,2
1,-4568,0.0028,-0.00735,-0.00153,788,0,353,138,8,31,35,659,202,183,508,155
0,25960,-0.0128,-0.02654,-0.00924,650,1,390,9,4,589,2,281,21,1627,16,94
0,-1971,-0.008,-0.01423,0.02266,-1417,1,507,713,581,125,15,390,4,2,589,9
0,21534,-0.006,0.05729,0.00342,-792,1,177,424,511,356,43,281,21,1627,16,94
1,-21534,0.006,-0.06019,-0.00849,5442,-1,281,21,1627,16,94,177,424,511,356,43
1,11355,0.0038,-0.03629,0.0,2756,2,213,67,3,75,62,1,11,25,413,368
1,1971,0.008,-0.05772,0.00849,176,0,2,4,390,589,9,507,713,15,581,125
0,-11355,-0.0038,-0.02572,-0.0286,2148,-2,1,11,25,413,368,213,67,3,75,62
1,16291,-0.0066,0.02564,0.01904,702,0,141,502,15,15,100,360,28,58,242,166
0,-27134,-0.0014,-0.00607,0.00031,-4008,0,38,190,60,244,94,19,29,1,6,153
0,-7357,-0.0266,0.04225,0.00399,-687,1,220,38,372,259,300,58,178,11,5001,367
1,16291,-0.0066,0.04456,0.0104,-722,0,141,502,15,15,100,360,28,58,242,166
0,11355,0.0038,-0.01368,-0.01682,-1636,-1,213,67,3,75,62,1,11,25,413,368
0,-40369,0.02,0.00381,0.0,-3517,0,281,21,1627,16,94,202,508,183,659,155
1,-27134,-0.0014,-0.02388,0.00587,-4374,0,60,190,38,244,94,6,29,1,19,153
1,-7357,-0.0266,0.02687,0.02554,-2201,1,220,300,372,38,259,58,178,11,5001,367
0,-9841,0.0044,-0.03199,-0.00795,912,-1,2,4,390,589,9,353,138,35,31,8
0,40369,-0.02,-0.01273,0.00767,272,0,659,202,183,508,155,281,21,1627,16,94
1,9841,-0.0044,0.03962,0.00484,3408,0,353,35,31,138,8,2,390,4,589,9
0,-7357,-0.0266,0.06159,0.01931,-3802,1,220,38,372,259,300,58,178,11,5001,367
1,27134,0.0014,0.02778,0.00464,-591,1,19,29,1,6,153,38,190,60,244,94
0,-28399,-0.0024,-0.03554,0.0,-2571,2,70,97,231,105,145,141,502,15,15,100
0,19344,-0.0126,0.02737,-0.00301,234,-2,391,54,306,117,51,360,28,58,242,166
1,28399,0.0024,0.01041,-0.00223,-2484,1,141,502,15,15,100,70,145,105,97,231
0,19344,-0.0126,0.05921,0.01296,634,0,391,54,306,117,51,360,28,58,242,166
1,1413,0.014,-0.02023,-0.02944,124,0,124,10,167,273,196,51,75,14,53,172
1,5693,0.0366,0.0476,0.0313,7698,-2,58,178,11,5001,367,556,1656,1662,1588,5001
1,20473,0.006,0.03605,0.01353,4936,-2,220,259,372,300,38,807,5001,3904,4379,1444
1,23946,0.0098,-0.00651,-0.01495,1541,0,20,14,44,18,82,163,850,136,327,5001
1,6226,-0.0042,0.0574,0.04458,3473,-2,1,11,25,413,368,360,28,58,242,166
1,20473,0.006,-0.02384,0.00883,1044,0,220,259,372,300,38,807,5001,4379,3904,1444
0,-5693,-0.0366,-0.00573,-0.0116,-2066,1,556,1656,1662,1588,5001,58,178,11,5001,367
1,-1413,-0.014,0.02681,-0.00238,759,0,51,75,14,53,172,124,10,167,273,196
1,1290,0.0062,0.03563,-0.01067,2770,0,213,67,3,75,62,141,502,15,15,100
0,6226,-0.0042,0.06045,0.0137,-1137,0,1,11,25,413,368,360,28,58,242,166
1,-23946,-0.0098,-0.00651,0.003,-1503,0,163,850,136,5001,327,20,14,44,18,82
1,1413,0.014,0.05463,0.00122,876,-1,124,10,167,273,196,51,75,14,53,172
1,6226,-0.0042,0.05374,0.0032,-2438,-2,1,11,25,413,368,360,28,58,242,166
1,1290,0.0062,0.05018,-0.01064,5,1,213,67,3,75,62,141,502,15,15,100
1,-15125,-0.009,-0.05052,-0.00096,-293,0,60,190,38,244,94,58,178,367,5001,11
1,-8773,0.0174,0.02652,0.0,5317,-1,163,850,136,5001,327,194,232,198,152,226
1,10537,0.0088,-0.03128,0.01727,-1615,0,20,14,44,18,82,26,60,159,539,79
1,39839,0.025,-0.02066,0.01372,8848,1,19,29,1,6,153,5001,3904,4379,807,1444
1,-8773,0.0174,-0.00439,-0.03391,1347,2,163,850,136,5001,327,232,194,198,226,152
1,10537,0.0088,-0.02006,0.01628,5041,0,20,14,44,18,82,26,60,159,539,79
0,15125,0.009,0.01623,0.01856,1117,-1,58,178,11,5001,367,38,190,60,244,94
0,-39839,-0.025,0.02424,0.02306,-7441,1,807,5001,3904,4379,1444,6,29,1,19,153
1,8773,-0.0174,-0.00359,0.01908,1798,-1,194,198,232,152,226,5001,163,136,850,327
1,-10537,-0.0088,-0.00559,-0.01336,2325,0,26,60,159,539,79,20,14,44,18,82
1,24224,0.0034,-0.03423,0.0,3124,1,51,75,14,53,172,163,850,136,5001,327
